﻿"party_number";"account_type_desc";"account_number";"account_businessno";"account_open_date";"account_close_date";"account_limit";"account_balance";"account_sum_cred_run_year";"account_sum_deb_run_year";"account_restriction";"account_currency_code";"account_iban";"account_registration_name";"loan_ref_iban";"loan_ref_bic";"loan_ref_name"
5573696046;"0";"76139";"47933334835";"2006-01-08";"2027-06-07";1;1;1;1;"Y";"EUR";"DE18097006498610175172";"test-name";"DE18097006498610175172";"OHPIDE6T2C6";"test-ref-name"
5573696046;"3";"37354";"87907145811";"2020-11-10";"2023-09-06";1;1;1;1;"Y";"EUR";"DE32931499246837380280";"test-name";"DE32931499246837380280";"XYBZDEV5";"test-ref-name"
4952047962;"P";"79277";"92314413011";"2004-03-29";"2032-12-20";1;1;1;1;"Y";"EUR";"DE96783679400813844105";"test-name";"DE96783679400813844105";"MHDSDEHZ87K";"test-ref-name"
9220090317;"Z";"66739";"74969275499";"2015-11-21";"2026-12-22";1;1;1;1;"Y";"EUR";"DE08989114502672754816";"test-name";"DE08989114502672754816";"YSAHDEQLYCS";"test-ref-name"
5136643851;"1";"44735";"97070534417";"2022-04-17";"2032-03-31";1;1;1;1;"Y";"EUR";"DE69258302193374989183";"test-name";"DE69258302193374989183";"NMMHDE0E";"test-ref-name"
1394103565;"0";"85486";"78439281054";"2005-05-05";"2028-07-22";1;1;1;1;"Y";"EUR";"DE83432191475270280986";"test-name";"DE83432191475270280986";"QQJCDEE1";"test-ref-name"
1394103565;"1";"85676";"41003518777";"2015-08-15";"2025-06-20";1;1;1;1;"Y";"EUR";"DE32858054636943426844";"test-name";"DE32858054636943426844";"SYEODEKIMY1";"test-ref-name"
606187323;"2";"97714";"68530944937";"2018-05-27";"2032-07-09";1;1;1;1;"Y";"EUR";"DE28751479303153736558";"test-name";"DE28751479303153736558";"NJFKDERMSQA";"test-ref-name"
606187323;"0";"74973";"41550398833";"2010-08-31";"2028-08-07";1;1;1;1;"Y";"EUR";"DE06408493324849221866";"test-name";"DE06408493324849221866";"FAGEDEJH";"test-ref-name"
4709832298;"4";"41404";"39158777521";"2016-02-01";"2033-05-10";1;1;1;1;"Y";"EUR";"DE05554411363998083212";"test-name";"DE05554411363998083212";"RASFDE7T";"test-ref-name"
4709832298;"4";"10591";"03776929035";"2007-04-22";"2026-09-08";1;1;1;1;"Y";"EUR";"DE52243329382514648323";"test-name";"DE52243329382514648323";"SZQVDEPLXV3";"test-ref-name"
296367080;"0";"91914";"37348554254";"2015-11-03";"2026-09-27";1;1;1;1;"Y";"EUR";"DE04421235896383702554";"test-name";"DE04421235896383702554";"WXPVDE80BCA";"test-ref-name"
587345057;"6";"26184";"60118986305";"2020-01-16";"2031-09-27";1;1;1;1;"Y";"EUR";"DE42133192449108366929";"test-name";"DE42133192449108366929";"LXIUDEWKMMT";"test-ref-name"
424725869;"4";"03559";"68858587766";"2004-12-01";"2027-03-19";1;1;1;1;"Y";"EUR";"DE32693475510352365948";"test-name";"DE32693475510352365948";"TNXJDERL";"test-ref-name"
424725869;"2";"66039";"25260748395";"2016-09-09";"2027-08-13";1;1;1;1;"Y";"EUR";"DE65308424412646245308";"test-name";"DE65308424412646245308";"JOQCDE426BW";"test-ref-name"
8702618328;"0";"63703";"53970461713";"2011-10-29";"2023-07-29";1;1;1;1;"Y";"EUR";"DE06825278229232950764";"test-name";"DE06825278229232950764";"XJCTDEU2";"test-ref-name"
9405085779;"2";"91040";"33744904714";"2021-01-06";"2023-12-18";1;1;1;1;"Y";"EUR";"DE63299421649651261471";"test-name";"DE63299421649651261471";"XQLLDEXC";"test-ref-name"
9405085779;"6";"50529";"18514181593";"2008-10-05";"2031-07-04";1;1;1;1;"Y";"EUR";"DE45375471215135600783";"test-name";"DE45375471215135600783";"VZQTDE87";"test-ref-name"
924967233;"4";"96104";"95159873581";"2005-08-24";"2025-04-03";1;1;1;1;"Y";"EUR";"DE24859960501123408470";"test-name";"DE24859960501123408470";"YEFQDER8";"test-ref-name"
1361609710;"2";"07212";"22713294286";"2021-03-14";"2027-04-07";1;1;1;1;"Y";"EUR";"DE60696759234292739637";"test-name";"DE60696759234292739637";"YLBUDEWQ";"test-ref-name"
482335349;"G";"99875";"74332450206";"2021-04-26";"2026-11-01";1;1;1;1;"Y";"EUR";"DE50954905673074619038";"test-name";"DE50954905673074619038";"QARPDEKR";"test-ref-name"
1382652659;"0";"75089";"23366996094";"2013-01-07";"2029-01-05";1;1;1;1;"Y";"EUR";"DE91140208709345729739";"test-name";"DE91140208709345729739";"LVHYDEU1";"test-ref-name"
5744924774;"3";"20017";"09569465065";"2011-08-21";"2032-02-14";1;1;1;1;"Y";"EUR";"DE20880730174830786419";"test-name";"DE20880730174830786419";"UBSXDEERXJO";"test-ref-name"
1783448290;"1";"57468";"17710519245";"2009-09-16";"2030-06-02";1;1;1;1;"Y";"EUR";"DE49269365140938864996";"test-name";"DE49269365140938864996";"ZMQGDE5FM57";"test-ref-name"
266603569;"1";"52424";"02681141596";"2010-05-29";"2029-02-09";1;1;1;1;"Y";"EUR";"DE52406908364347993422";"test-name";"DE52406908364347993422";"YDTSDE39";"test-ref-name"
266603569;"1";"78436";"11991081216";"2012-05-27";"2032-05-04";1;1;1;1;"Y";"EUR";"DE29941492969577474319";"test-name";"DE29941492969577474319";"CNMNDEMFV7G";"test-ref-name"
5420010637;"G";"32099";"12542816936";"2011-01-29";"2033-03-08";1;1;1;1;"Y";"EUR";"DE19405533379622220825";"test-name";"DE19405533379622220825";"UMZQDEG7";"test-ref-name"
5420010637;"6";"40147";"90893891286";"2009-07-25";"2030-10-17";1;1;1;1;"Y";"EUR";"DE15441073088620614229";"test-name";"DE15441073088620614229";"YKVODE0E";"test-ref-name"
1661945664;"0";"50074";"96961893030";"2003-11-05";"2026-11-18";1;1;1;1;"Y";"EUR";"DE36995057405989681306";"test-name";"DE36995057405989681306";"FFCCDE1HT0G";"test-ref-name"
1661945664;"0";"36486";"55356186010";"2005-04-13";"2028-03-04";1;1;1;1;"Y";"EUR";"DE15133637740844527344";"test-name";"DE15133637740844527344";"UFOFDEGI";"test-ref-name"
4364564473;"P";"72675";"70742949911";"2013-06-28";"2031-11-03";1;1;1;1;"Y";"EUR";"DE14258834679771186714";"test-name";"DE14258834679771186714";"LRIPDED3LUD";"test-ref-name"
8364920443;"1";"91333";"91698037128";"2020-03-04";"2024-01-30";1;1;1;1;"Y";"EUR";"DE29536952804435169752";"test-name";"DE29536952804435169752";"QCZLDEE2";"test-ref-name"
86517231;"G";"28487";"82655913288";"2019-08-30";"2028-12-23";1;1;1;1;"Y";"EUR";"DE74308900253050265445";"test-name";"DE74308900253050265445";"MJYHDEE6";"test-ref-name"
803140144;"P";"25979";"46230669422";"2011-11-29";"2029-04-20";1;1;1;1;"Y";"EUR";"DE37973298069842843731";"test-name";"DE37973298069842843731";"IVSTDEP9AFR";"test-ref-name"
803140144;"2";"32512";"94237687168";"2016-04-04";"2029-08-06";1;1;1;1;"Y";"EUR";"DE69174056069261678365";"test-name";"DE69174056069261678365";"TVNHDE3L29M";"test-ref-name"
798448017;"4";"06719";"06699556760";"2017-10-02";"2026-01-30";1;1;1;1;"Y";"EUR";"DE57487140590372803612";"test-name";"DE57487140590372803612";"DYOWDEUWA78";"test-ref-name"
798448017;"G";"32727";"96311259023";"2011-07-18";"2028-04-29";1;1;1;1;"Y";"EUR";"DE98681287591238026988";"test-name";"DE98681287591238026988";"BGOMDE4PU5Y";"test-ref-name"
7640349382;"2";"86045";"01980058411";"2015-06-23";"2026-12-18";1;1;1;1;"Y";"EUR";"DE81118831297672098397";"test-name";"DE81118831297672098397";"EALHDEO3";"test-ref-name"
7640349382;"4";"19575";"58677886526";"2022-03-04";"2027-02-15";1;1;1;1;"Y";"EUR";"DE55390042086314156786";"test-name";"DE55390042086314156786";"LGGRDEG71DD";"test-ref-name"
9508096156;"0";"02964";"55176135967";"2018-09-07";"2026-04-05";1;1;1;1;"Y";"EUR";"DE80112301376786851092";"test-name";"DE80112301376786851092";"YNCFDENZ";"test-ref-name"
3669488852;"2";"97668";"21169582274";"2018-11-30";"2031-02-14";1;1;1;1;"Y";"EUR";"DE75065850267365622088";"test-name";"DE75065850267365622088";"QBIGDE7UZT2";"test-ref-name"
9507216413;"4";"36706";"83571171602";"2013-03-13";"2028-04-19";1;1;1;1;"Y";"EUR";"DE36318072808589136207";"test-name";"DE36318072808589136207";"MRCQDEFGKG7";"test-ref-name"
9507216413;"1";"01963";"75513868934";"2004-05-11";"2026-01-23";1;1;1;1;"Y";"EUR";"DE64235568337165167223";"test-name";"DE64235568337165167223";"YMZCDE6M";"test-ref-name"
4772065274;"G";"23981";"89455647128";"2021-04-14";"2025-07-30";1;1;1;1;"Y";"EUR";"DE67281950410316936974";"test-name";"DE67281950410316936974";"KTEPDEE704T";"test-ref-name"
6925767886;"3";"44378";"24425152161";"2010-06-06";"2032-02-29";1;1;1;1;"Y";"EUR";"DE37089905883198343614";"test-name";"DE37089905883198343614";"TTQHDEUT";"test-ref-name"
4441113197;"9";"13504";"31539234870";"2021-07-08";"2030-10-25";1;1;1;1;"Y";"EUR";"DE41510404528489861849";"test-name";"DE41510404528489861849";"WWVADEGHGFR";"test-ref-name"
201442064;"3";"53611";"90979241226";"2022-02-11";"2030-02-24";1;1;1;1;"Y";"EUR";"DE64200300855745871479";"test-name";"DE64200300855745871479";"ZGKRDEKY";"test-ref-name"
201442064;"Z";"72579";"72279833821";"2013-10-20";"2025-11-04";1;1;1;1;"Y";"EUR";"DE74188267766436487255";"test-name";"DE74188267766436487255";"XDDYDERT";"test-ref-name"
201442064;"1";"38604";"87535067409";"2016-02-12";"2029-08-19";1;1;1;1;"Y";"EUR";"DE20209417326603165865";"test-name";"DE20209417326603165865";"UCQADEI0";"test-ref-name"
3868446215;"0";"67726";"71912694318";"2005-01-16";"2028-11-02";1;1;1;1;"Y";"EUR";"DE08698561246120557127";"test-name";"DE08698561246120557127";"CYQQDEME6XM";"test-ref-name"
3868446215;"Z";"63074";"58213343663";"2013-09-07";"2026-11-03";1;1;1;1;"Y";"EUR";"DE06450166402297471484";"test-name";"DE06450166402297471484";"KLMMDEDZEWP";"test-ref-name"
9275277246;"9";"64066";"57551852312";"2004-09-15";"2031-04-17";1;1;1;1;"Y";"EUR";"DE41633515797302017996";"test-name";"DE41633515797302017996";"ZOLPDENX";"test-ref-name"
9275277246;"0";"85366";"43566909504";"2007-05-05";"2028-12-05";1;1;1;1;"Y";"EUR";"DE21829654749712171628";"test-name";"DE21829654749712171628";"SYFBDEFS";"test-ref-name"
8344708486;"0";"83533";"78002613740";"2014-05-31";"2028-08-28";1;1;1;1;"Y";"EUR";"DE11379871935101666972";"test-name";"DE11379871935101666972";"TDXPDELH";"test-ref-name"
2138951723;"2";"38102";"98138374748";"2006-04-08";"2026-01-23";1;1;1;1;"Y";"EUR";"DE72704515776291036982";"test-name";"DE72704515776291036982";"NBPBDEWWAM9";"test-ref-name"
8459372933;"3";"97644";"84531465151";"2020-06-29";"2031-06-08";1;1;1;1;"Y";"EUR";"DE47732513262096955681";"test-name";"DE47732513262096955681";"QDXMDE3H";"test-ref-name"
8459372933;"P";"08845";"02224628209";"2018-08-31";"2032-05-01";1;1;1;1;"Y";"EUR";"DE44229005166484980844";"test-name";"DE44229005166484980844";"GNDPDE5W";"test-ref-name"
8459372933;"9";"96003";"71423473375";"2005-11-05";"2030-07-14";1;1;1;1;"Y";"EUR";"DE91289074174087095193";"test-name";"DE91289074174087095193";"DDXFDEUG";"test-ref-name"
8459372933;"P";"36316";"01975747539";"2011-06-18";"2024-04-09";1;1;1;1;"Y";"GBP";"DE97686225389666282534";"test-name";"DE97686225389666282534";"JFEHDEXG";"test-ref-name"
8459372933;"4";"80656";"35883296578";"2017-08-17";"2027-11-07";1;1;1;1;"Y";"EUR";"DE03894326782067703113";"test-name";"DE03894326782067703113";"GHUHDE6H";"test-ref-name"
8459372933;"9";"18266";"10656795917";"2018-12-03";"2025-05-29";1;1;1;1;"Y";"EUR";"DE89044456839748632965";"test-name";"DE89044456839748632965";"WBZUDEA6";"test-ref-name"
8459372933;"0";"89846";"20489440217";"2010-02-26";"2030-07-14";1;1;1;1;"Y";"EUR";"DE15194553464438944614";"test-name";"DE15194553464438944614";"AIRKDE0L223";"test-ref-name"
3539401719;"G";"67208";"62521724543";"2009-10-04";"2023-12-13";1;1;1;1;"Y";"EUR";"DE63134545750343429180";"test-name";"DE63134545750343429180";"AOOMDEXI3F2";"test-ref-name"
553429383;"6";"13353";"96208144765";"2006-07-16";"2030-01-19";1;1;1;1;"Y";"EUR";"DE78381384787510718838";"test-name";"DE78381384787510718838";"ICGADEY6AA6";"test-ref-name"
8953695438;"0";"55481";"93041141910";"2011-11-30";"2024-01-11";1;1;1;1;"Y";"EUR";"DE83023350690801972753";"test-name";"DE83023350690801972753";"FSODDE4PUOO";"test-ref-name"
8953695438;"0";"28715";"69177307569";"2005-01-06";"2029-04-15";1;1;1;1;"Y";"EUR";"DE67310698615389662005";"test-name";"DE67310698615389662005";"IHRXDE4QFTA";"test-ref-name"
8953695438;"6";"53365";"50249817186";"2004-03-11";"2026-08-11";1;1;1;1;"Y";"EUR";"DE58912262100126165545";"test-name";"DE58912262100126165545";"APBFDEO8";"test-ref-name"
8953695438;"1";"63981";"84544097605";"2009-03-10";"2030-06-19";1;1;1;1;"Y";"EUR";"DE66712023103186007895";"test-name";"DE66712023103186007895";"RQZODEU8H7T";"test-ref-name"
8953695438;"2";"10581";"93784352806";"2015-01-18";"2030-04-14";1;1;1;1;"Y";"EUR";"DE63088066704885664745";"test-name";"DE63088066704885664745";"WYZTDEYZN6X";"test-ref-name"
8953695438;"1";"03208";"09341277548";"2017-06-05";"2032-01-31";1;1;1;1;"Y";"EUR";"DE38179304194149812027";"test-name";"DE38179304194149812027";"DVLADEUL";"test-ref-name"
7776213420;"3";"76178";"85605377264";"2007-08-09";"2025-07-06";1;1;1;1;"Y";"EUR";"DE84924462312936316937";"test-name";"DE84924462312936316937";"PICHDEHF9PC";"test-ref-name"
2293958692;"P";"63913";"90448703166";"2008-10-26";"2030-07-28";1;1;1;1;"Y";"EUR";"DE52091327417384284812";"test-name";"DE52091327417384284812";"ZNSCDETJF08";"test-ref-name"
664652061;"9";"49897";"80797339067";"2006-11-08";"2027-04-22";1;1;1;1;"Y";"EUR";"DE87875011862689918591";"test-name";"DE87875011862689918591";"IRXJDETK";"test-ref-name"
664652061;"Z";"88639";"78677956244";"2004-10-11";"2025-04-24";1;1;1;1;"Y";"EUR";"DE66517192863907619700";"test-name";"DE66517192863907619700";"KIDLDE57";"test-ref-name"
590779642;"3";"47677";"73803335385";"2006-04-09";"2024-10-15";1;1;1;1;"Y";"EUR";"DE88803138525010727877";"test-name";"DE88803138525010727877";"GAENDEXA";"test-ref-name"
590779642;"2";"53020";"13403566938";"2022-07-03";"2031-05-05";1;1;1;1;"Y";"EUR";"DE87615008144395717187";"test-name";"DE87615008144395717187";"FPHMDEG2Y4O";"test-ref-name"
5305242385;"4";"42049";"89651400363";"2015-06-30";"2026-08-11";1;1;1;1;"Y";"EUR";"DE80732182041244440200";"test-name";"DE80732182041244440200";"JMNHDEP6PLQ";"test-ref-name"
5305242385;"Z";"83692";"75408065216";"2013-07-13";"2027-03-28";1;1;1;1;"Y";"EUR";"DE31033781308515482646";"test-name";"DE31033781308515482646";"OCPKDEBSIXF";"test-ref-name"
3072436170;"G";"54934";"78652974020";"2020-12-19";"2031-03-11";1;1;1;1;"Y";"USD";"DE31847197815062452846";"test-name";"DE31847197815062452846";"KBEDDE1DTBZ";"test-ref-name"
4848778249;"6";"52801";"52179952193";"2017-05-05";"2031-05-21";1;1;1;1;"Y";"EUR";"DE79231392493717354478";"test-name";"DE79231392493717354478";"MIBNDEKB";"test-ref-name"
8845505006;"2";"02867";"61828585926";"2005-05-14";"2030-11-03";1;1;1;1;"Y";"EUR";"DE78296532967047582061";"test-name";"DE78296532967047582061";"ELLNDE30";"test-ref-name"
3498297151;"P";"51017";"22332520376";"2006-08-09";"2028-02-19";1;1;1;1;"Y";"EUR";"DE65587172585889015630";"test-name";"DE65587172585889015630";"HBSCDECD";"test-ref-name"
3498297151;"Z";"92095";"65618560671";"2021-02-06";"2027-03-02";1;1;1;1;"Y";"EUR";"DE23265724407145527317";"test-name";"DE23265724407145527317";"DEIWDE6A";"test-ref-name"
3717298268;"1";"26925";"85607918655";"2020-07-15";"2031-12-28";1;1;1;1;"Y";"EUR";"DE15607272865317295526";"test-name";"DE15607272865317295526";"JHKIDEARAX9";"test-ref-name"
4918799321;"P";"00090";"39454190920";"2023-01-15";"2025-06-20";1;1;1;1;"Y";"EUR";"DE50866826443837769367";"test-name";"DE50866826443837769367";"JKKODERAJLR";"test-ref-name"
7576425542;"9";"23045";"02354072412";"2011-11-04";"2027-06-25";1;1;1;1;"Y";"EUR";"DE73050863770024746368";"test-name";"DE73050863770024746368";"JJDDDEW2T76";"test-ref-name"
7576425542;"9";"35106";"85277657327";"2012-10-14";"2029-08-01";1;1;1;1;"Y";"EUR";"DE57938044165224487433";"test-name";"DE57938044165224487433";"LNVFDEML";"test-ref-name"
7576425542;"Z";"88880";"95555425957";"2020-07-06";"2030-11-20";1;1;1;1;"Y";"EUR";"DE86216837332256076964";"test-name";"DE86216837332256076964";"TDOZDEWG";"test-ref-name"
617588097;"9";"35669";"06539780596";"2021-05-17";"2027-03-09";1;1;1;1;"Y";"EUR";"DE60915682476077974194";"test-name";"DE60915682476077974194";"RWFJDEZP";"test-ref-name"
617588097;"Z";"20542";"22706527404";"2016-05-27";"2024-08-12";1;1;1;1;"Y";"EUR";"DE40524828576786512323";"test-name";"DE40524828576786512323";"QDABDEGPXA1";"test-ref-name"
3556642659;"9";"01531";"24014494333";"2006-11-20";"2027-09-26";1;1;1;1;"Y";"EUR";"DE11517225711128859611";"test-name";"DE11517225711128859611";"ONKMDE01";"test-ref-name"
3556642659;"9";"39466";"42152717536";"2022-04-05";"2027-10-24";1;1;1;1;"Y";"EUR";"DE33225308143223488998";"test-name";"DE33225308143223488998";"QNKUDEU922I";"test-ref-name"
2974128053;"1";"54479";"07615683266";"2015-12-30";"2032-01-01";1;1;1;1;"Y";"GBP";"DE81791895393753494894";"test-name";"DE81791895393753494894";"ZCVSDE7Y0T7";"test-ref-name"
9440372376;"G";"32168";"67033496052";"2004-04-22";"2024-09-10";1;1;1;1;"Y";"EUR";"DE37120344987570295385";"test-name";"DE37120344987570295385";"QCLGDE53";"test-ref-name"
38154440;"0";"49889";"46528819479";"2020-09-07";"2031-08-15";1;1;1;1;"Y";"EUR";"DE52948478178966958900";"test-name";"DE52948478178966958900";"NHAYDE23N8Q";"test-ref-name"
9106869396;"G";"12027";"83497903006";"2016-05-20";"2026-11-12";1;1;1;1;"Y";"EUR";"DE54312805801922204822";"test-name";"DE54312805801922204822";"ZXSTDEM9";"test-ref-name"
6882244343;"0";"32847";"95043203326";"2011-08-14";"2024-06-03";1;1;1;1;"Y";"EUR";"DE77582619110753456789";"test-name";"DE77582619110753456789";"WVTFDEBR7P3";"test-ref-name"
6882244343;"6";"13404";"73808834040";"2004-02-03";"2023-09-08";1;1;1;1;"Y";"EUR";"DE31460111196726315883";"test-name";"DE31460111196726315883";"XDRMDE7UYUC";"test-ref-name"
2761120588;"Z";"31308";"00587198068";"2008-12-17";"2031-07-01";1;1;1;1;"Y";"EUR";"DE62157601178152293507";"test-name";"DE62157601178152293507";"AOINDEB7U5B";"test-ref-name"
2761120588;"6";"93851";"95260635877";"2021-05-10";"2032-10-09";1;1;1;1;"Y";"EUR";"DE30304068439718315958";"test-name";"DE30304068439718315958";"VXSXDEM0";"test-ref-name"
9247032532;"0";"15777";"34113957901";"2004-08-29";"2030-05-01";1;1;1;1;"Y";"EUR";"DE86384103447488335423";"test-name";"DE86384103447488335423";"ILVBDEXX9QN";"test-ref-name"
8382748542;"3";"51792";"44291983258";"2018-03-17";"2032-03-13";1;1;1;1;"Y";"EUR";"DE83172152281782843703";"test-name";"DE83172152281782843703";"XENQDEDNWXB";"test-ref-name"
7002890925;"2";"49621";"96083487335";"2021-04-02";"2026-12-02";1;1;1;1;"Y";"EUR";"DE49939272253239990521";"test-name";"DE49939272253239990521";"BJIADEC1ZZN";"test-ref-name"
4715272470;"Z";"11140";"58443952327";"2012-12-15";"2023-08-22";1;1;1;1;"Y";"EUR";"DE09887803406500033476";"test-name";"DE09887803406500033476";"AMZCDEMKMVK";"test-ref-name"
6632019615;"6";"96656";"37193464396";"2004-06-12";"2032-05-04";1;1;1;1;"Y";"EUR";"DE94145119617599060492";"test-name";"DE94145119617599060492";"WEOIDEMM6G6";"test-ref-name"
4528044120;"Z";"28734";"24205983689";"2007-06-21";"2032-08-23";1;1;1;1;"Y";"EUR";"DE87459389520750799770";"test-name";"DE87459389520750799770";"OVBDDEVXYSG";"test-ref-name"
4528044120;"6";"84757";"46570510775";"2014-03-22";"2029-01-19";1;1;1;1;"Y";"EUR";"DE70542044655638087823";"test-name";"DE70542044655638087823";"EKIVDEB3";"test-ref-name"
5702575244;"2";"98425";"32182402111";"2020-02-27";"2027-01-19";1;1;1;1;"Y";"EUR";"DE88952638803803894326";"test-name";"DE88952638803803894326";"AAAMDEZY";"test-ref-name"
5702575244;"0";"81744";"03110693595";"2011-10-08";"2027-06-30";1;1;1;1;"Y";"EUR";"DE69639610107167785798";"test-name";"DE69639610107167785798";"HXRRDEM02LQ";"test-ref-name"
9167473111;"1";"53915";"49045671572";"2006-06-25";"2032-12-13";1;1;1;1;"Y";"EUR";"DE02519468526122547271";"test-name";"DE02519468526122547271";"YRMTDENYAA6";"test-ref-name"
3334563412;"3";"58216";"02176308366";"2022-09-25";"2024-04-04";1;1;1;1;"Y";"EUR";"DE89596218533779284660";"test-name";"DE89596218533779284660";"OYJFDET0";"test-ref-name"
3334563412;"Z";"87321";"47070868509";"2020-12-03";"2023-07-26";1;1;1;1;"Y";"EUR";"DE55984809038937588580";"test-name";"DE55984809038937588580";"MZNSDEAYLQW";"test-ref-name"
218999073;"Z";"38532";"77509917318";"2008-12-04";"2027-09-25";1;1;1;1;"Y";"EUR";"DE69954424407460520506";"test-name";"DE69954424407460520506";"XZUGDE97";"test-ref-name"
218999073;"1";"27668";"23799388972";"2010-04-27";"2025-08-23";1;1;1;1;"Y";"EUR";"DE39738338618752346863";"test-name";"DE39738338618752346863";"SBOODEDOHMP";"test-ref-name"
2638408049;"1";"86516";"25669117432";"2019-12-20";"2024-10-24";1;1;1;1;"Y";"EUR";"DE46147218126954934582";"test-name";"DE46147218126954934582";"TXABDEME";"test-ref-name"
5312574722;"1";"75317";"77513719163";"2018-04-24";"2025-04-21";1;1;1;1;"Y";"EUR";"DE26677364463401779031";"test-name";"DE26677364463401779031";"FFYIDEMKYGG";"test-ref-name"
5312574722;"2";"42083";"24954062961";"2013-01-14";"2027-07-30";1;1;1;1;"Y";"EUR";"DE58113371256055399855";"test-name";"DE58113371256055399855";"RHGDDE6ADLB";"test-ref-name"
2423664719;"6";"83055";"43197597735";"2011-05-22";"2028-05-08";1;1;1;1;"Y";"EUR";"DE57971268905150808643";"test-name";"DE57971268905150808643";"KEEZDEP4Q3J";"test-ref-name"
4850223180;"4";"82633";"32979297705";"2016-07-23";"2031-04-26";1;1;1;1;"Y";"EUR";"DE06731232128023650539";"test-name";"DE06731232128023650539";"JKBODEKQ6KB";"test-ref-name"
4475057454;"2";"40529";"56097687139";"2017-03-04";"2028-06-08";1;1;1;1;"Y";"EUR";"DE35152099839787602418";"test-name";"DE35152099839787602418";"ACWCDES8";"test-ref-name"
7762515380;"1";"42380";"05272150697";"2011-10-07";"2030-07-25";1;1;1;1;"Y";"EUR";"DE39430980384680343761";"test-name";"DE39430980384680343761";"PCIHDEASZTI";"test-ref-name"
